CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Gene Strand	Gene Annotation
CGC1976	STP	k141_44951	k141_44951_6	3897	4949	-	STP|DctP
CGC1976	CAZyme	k141_44951	k141_44951_7	5181	7694	-	CAZyme|GH31_2
CGC1976	TF	k141_44951	k141_44951_8	7926	8780	+	TF|0036286+STP|AraC_binding+TF|0035607+STP|HTH_18
CGC1976	TC	k141_44951	k141_44951_9	8857	9753	-	TC|3.A.1.1.41
CGC1976	TC	k141_44951	k141_44951_10	9755	10300	-	TC|3.A.1.1.46
CGC1977	TC	k141_44986	k141_44986_3	498	1664	+	TC|2.A.4.7.2
CGC1977	CAZyme	k141_44986	k141_44986_4	1741	2910	+	CAZyme|GH170_e24|GH170_e19
CGC1977	TC	k141_44986	k141_44986_5	2981	4147	+	TC|3.A.2.1.7
CGC1977	null	k141_44986	k141_44986_6	4182	5291	+	null
CGC1977	STP	k141_44986	k141_44986_7	5367	6269	+	STP|LysR_substrate+TF|HTH_1
CGC1977	CAZyme	k141_44986	k141_44986_8	6259	7434	+	CAZyme|CE4_e347
CGC1977	null	k141_44986	k141_44986_9	7447	7725	-	null
CGC1977	TC	k141_44986	k141_44986_10	8126	9856	+	TC|2.A.114.1.3
CGC1978	CAZyme	k141_45079	k141_45079_1	3	671	-	CAZyme|GH2_e100
CGC1978	null	k141_45079	k141_45079_2	842	2125	-	null
CGC1978	STP	k141_45079	k141_45079_3	2126	2833	-	STP|Response_reg+TF|LytTR+STP|LytTR+TC|2.A.130.1.1
CGC1979	TC	k141_45651	k141_45651_2	446	2089	+	TC|8.A.9.1.2+CAZyme|GH13_31
CGC1979	TC	k141_45651	k141_45651_3	2199	3581	-	TC|4.A.1.1.7
CGC1980	TC	k141_45753	k141_45753_1	2	178	+	TC|3.A.1.5.6
CGC1980	CAZyme	k141_45753	k141_45753_2	310	1236	+	CAZyme|CE7_e2
CGC1981	TC	k141_46005	k141_46005_8	6339	8645	+	TC|3.A.9.1.2
CGC1981	TC	k141_46005	k141_46005_9	8747	10327	-	TC|2.A.16.2.2
CGC1981	CAZyme	k141_46005	k141_46005_10	10578	11606	+	CAZyme|GT2
CGC1981	TC	k141_46005	k141_46005_11	11864	12886	+	TC|2.A.37.3.3
CGC1982	TC	k141_46262	k141_46262_1	3	581	+	TC|3.A.5.1.1
CGC1982	null	k141_46262	k141_46262_2	652	894	+	null
CGC1982	null	k141_46262	k141_46262_3	939	1172	+	null
CGC1982	CAZyme	k141_46262	k141_46262_4	1327	3651	+	CAZyme|GH2_e34
CGC1983	CAZyme	k141_4629	k141_4629_12	9457	10881	-	CAZyme|GH13_5
CGC1983	null	k141_4629	k141_4629_13	10972	12270	+	null
CGC1983	STP	k141_4629	k141_4629_14	12273	12782	+	STP|Nitroreductase
CGC1983	TC	k141_4629	k141_4629_15	12793	13479	+	TC|1.A.14.2.7
CGC1983	TC	k141_4629	k141_4629_16	13550	14893	+	TC|2.A.66.1.28
CGC1984	TC	k141_46335	k141_46335_17	9499	9774	-	TC|8.A.128.6.1
CGC1984	CAZyme	k141_46335	k141_46335_18	9777	10406	-	CAZyme|GH19_e11
CGC1984	TC	k141_46335	k141_46335_19	10406	10531	-	TC|1.E.56.1.6
CGC1985	CAZyme	k141_46362	k141_46362_1	3	1226	-	CAZyme|CBM67_e28
CGC1985	null	k141_46362	k141_46362_2	1234	2667	-	null
CGC1985	CAZyme	k141_46362	k141_46362_3	2680	5097	-	CAZyme|GH148_e2
CGC1985	CAZyme	k141_46362	k141_46362_4	5081	6418	-	CAZyme|GH1_e10+TC|8.A.49.1.2
CGC1985	TF	k141_46362	k141_46362_5	6691	7905	+	TF|0036286+STP|HTH_18
CGC1985	TC	k141_46362	k141_46362_6	7956	8087	-	TC|3.A.1.159.5
CGC1986	TC	k141_46422	k141_46422_25	23134	23691	+	TC|8.A.145.1.5
CGC1986	CAZyme	k141_46422	k141_46422_26	24460	26067	+	CAZyme|GH43_29
CGC1986	CAZyme	k141_46422	k141_46422_27	26183	27766	+	CAZyme|GH43_4
CGC1986	CAZyme	k141_46422	k141_46422_28	27829	28791	+	CAZyme|GH43_26
CGC1987	TC	k141_46422	k141_46422_33	32552	33448	+	TC|3.A.1.1.34
CGC1987	TC	k141_46422	k141_46422_34	33450	34340	+	TC|3.A.1.1.34
CGC1987	CAZyme	k141_46422	k141_46422_35	34428	35948	+	CAZyme|GH51_1
CGC1987	TC	k141_46422	k141_46422_36	35979	36632	+	TC|9.B.28.1.15
CGC1987	CAZyme	k141_46422	k141_46422_37	36646	38556	+	CAZyme|GH127_e0
CGC1987	null	k141_46422	k141_46422_38	38628	38849	-	null
CGC1987	TC	k141_46422	k141_46422_39	39355	41115	+	TC|3.A.1.106.3
CGC1987	TC	k141_46422	k141_46422_40	41174	42964	+	TC|3.A.1.106.3
CGC1988	TC	k141_46422	k141_46422_52	54475	55071	+	TC|9.A.8.1.17
CGC1988	null	k141_46422	k141_46422_53	55347	56279	+	null
CGC1988	null	k141_46422	k141_46422_54	56306	58084	+	null
CGC1988	CAZyme	k141_46422	k141_46422_55	58772	61237	-	CAZyme|GH94_e12
CGC1988	STP	k141_46422	k141_46422_56	61701	62720	+	STP|Peripla_BP_3+TF|0036955
CGC1988	null	k141_46422	k141_46422_57	62791	64212	+	null
CGC1988	TC	k141_46422	k141_46422_58	64526	65437	+	TC|3.A.1.1.4
CGC1988	TC	k141_46422	k141_46422_59	65443	66300	+	TC|3.A.1.1.57
CGC1988	STP	k141_46422	k141_46422_60	66591	68270	+	STP|EAL+STP|GGDEF
CGC1988	null	k141_46422	k141_46422_61	68385	68519	+	null
CGC1988	TC	k141_46422	k141_46422_62	68649	72578	+	TC|2.A.6.3.15
CGC1989	TC	k141_46423	k141_46423_20	13199	14104	+	TC|8.A.21.2.10
CGC1989	TF	k141_46423	k141_46423_21	14187	14942	-	TF|HTH_DeoR+STP|DeoRC
CGC1989	TC	k141_46423	k141_46423_22	15171	15491	+	TC|4.A.3.1.3
CGC1989	TC	k141_46423	k141_46423_23	15491	17152	+	TC|4.A.3.1.1
CGC1989	TC	k141_46423	k141_46423_24	17157	18557	+	TC|8.A.49.1.2+CAZyme|GH1_e65
CGC1990	TC	k141_46438	k141_46438_11	9282	11588	+	TC|3.A.9.1.2
CGC1990	TC	k141_46438	k141_46438_12	11677	13257	-	TC|2.A.16.2.2
CGC1990	CAZyme	k141_46438	k141_46438_13	13507	14532	+	CAZyme|GT2
CGC1990	TC	k141_46438	k141_46438_14	14738	15820	+	TC|2.A.37.3.3
CGC1991	CAZyme	k141_46445	k141_46445_5	2572	3741	-	CAZyme|CE1_e22
CGC1991	TC	k141_46445	k141_46445_6	3768	5384	-	TC|1.B.3.1.3
CGC1991	TC	k141_46445	k141_46445_7	5470	6864	-	TC|8.A.49.1.1+CAZyme|GH1_e85
CGC1991	TC	k141_46445	k141_46445_8	6883	8760	-	TC|4.A.1.2.2
CGC1991	null	k141_46445	k141_46445_9	8894	9730	-	null
CGC1991	null	k141_46445	k141_46445_10	10016	10741	-	null
CGC1991	TC	k141_46445	k141_46445_11	10756	11529	-	TC|3.A.1.7.1
CGC1991	TC	k141_46445	k141_46445_12	11712	11957	-	TC|3.A.1.7.1
CGC1992	TC	k141_46571	k141_46571_14	11991	12866	+	TC|1.B.50.2.2
CGC1992	CAZyme	k141_46571	k141_46571_15	12897	13586	+	CAZyme|GT2
CGC1993	CAZyme	k141_4724	k141_4724_7	7163	8398	-	CAZyme|GT119+TC|2.A.103.1.7
CGC1993	STP	k141_4724	k141_4724_8	8413	8865	-	STP|FHA
CGC1993	TC	k141_4724	k141_4724_9	8938	11763	-	TC|3.A.1.4.14
CGC1994	CAZyme	k141_47247	k141_47247_50	38343	38834	-	CAZyme|GH24_e32
CGC1994	TC	k141_47247	k141_47247_51	38835	39002	-	TC|1.E.7.2.4
CGC1995	CAZyme	k141_4726	k141_4726_33	32636	33628	+	CAZyme|GH5_2
CGC1995	null	k141_4726	k141_4726_34	33718	35568	+	null
CGC1995	TC	k141_4726	k141_4726_35	35687	37561	+	TC|3.A.29.1.7
CGC1996	TC	k141_4743	k141_4743_1	2	1120	+	TC|2.A.2.3.2
CGC1996	CAZyme	k141_4743	k141_4743_2	1437	3125	+	CAZyme|GH43_11|CBM91_e24
CGC1996	TC	k141_4743	k141_4743_3	3373	4758	+	TC|2.A.1.1.41
CGC1996	TC	k141_4743	k141_4743_4	4849	5739	+	TC|9.B.126.2.5
CGC1996	TC	k141_4743	k141_4743_5	6086	6850	+	TC|2.A.79.1.4
CGC1996	TC	k141_4743	k141_4743_6	6863	7297	+	TC|2.A.79.1.7
CGC1997	CAZyme	k141_47541	k141_47541_2	236	1408	+	CAZyme|CBM48_e68|CE1_e22
CGC1997	TC	k141_47541	k141_47541_3	1798	3276	+	TC|3.A.1.12.16
CGC1998	CAZyme	k141_47541	k141_47541_7	8164	9309	+	CAZyme|GT4_e3954
CGC1998	null	k141_47541	k141_47541_8	9446	10138	+	null
CGC1998	TC	k141_47541	k141_47541_9	10187	10759	-	TC|2.A.51.1.6
CGC1998	TC	k141_47541	k141_47541_10	10777	11331	-	TC|2.A.51.1.5
CGC1999	CAZyme	k141_4780	k141_4780_13	13469	14752	+	CAZyme|CE8_e3
CGC1999	TC	k141_4780	k141_4780_14	15025	17712	-	TC|3.A.3.2.41
CGC2000	TC	k141_48172	k141_48172_11	9989	10462	+	TC|4.A.6.1.4
CGC2000	TC	k141_48172	k141_48172_12	10473	11252	+	TC|4.A.6.1.4
CGC2000	TC	k141_48172	k141_48172_13	11242	12120	+	TC|4.A.6.1.4
CGC2000	TC	k141_48172	k141_48172_14	12138	12572	+	TC|4.A.6.1.16
CGC2000	CAZyme	k141_48172	k141_48172_15	12569	13702	+	CAZyme|CE9_e34
CGC2000	STP	k141_48172	k141_48172_16	14053	15207	+	STP|SIS
CGC2000	null	k141_48172	k141_48172_17	15220	16080	+	null
CGC2000	TC	k141_48172	k141_48172_18	16247	16723	+	TC|4.A.6.1.5
CGC2000	TC	k141_48172	k141_48172_19	16762	17565	+	TC|4.A.6.1.5
CGC2000	TC	k141_48172	k141_48172_20	17555	18346	+	TC|4.A.6.1.5
CGC2001	TC	k141_48272	k141_48272_1	1	732	+	TC|9.B.18.1.6
CGC2001	null	k141_48272	k141_48272_2	990	1499	-	null
CGC2001	null	k141_48272	k141_48272_3	1530	1979	+	null
CGC2001	CAZyme	k141_48272	k141_48272_4	1995	2489	+	CAZyme|GT1_e246
CGC2002	TC	k141_4845	k141_4845_1	51	893	+	TC|3.A.1.1.45
CGC2002	CAZyme	k141_4845	k141_4845_2	907	2091	+	CAZyme|GH77_e1
CGC2003	CAZyme	k141_48628	k141_48628_4	3460	4659	-	CAZyme|GT4_e45
CGC2003	TC	k141_48628	k141_48628_5	4663	5787	-	TC|2.A.38.4.5+CAZyme|GT4_e224
CGC2003	null	k141_48628	k141_48628_6	6109	6957	-	null
CGC2003	TC	k141_48628	k141_48628_7	6973	8019	-	TC|9.B.18.2.4
CGC2003	TC	k141_48628	k141_48628_8	8195	9640	-	TC|9.B.18.1.6
CGC2004	TC	k141_48701	k141_48701_1	3	920	+	TC|3.A.1.122.18
CGC2004	null	k141_48701	k141_48701_2	1095	1838	+	null
CGC2004	null	k141_48701	k141_48701_3	1873	3222	+	null
CGC2004	CAZyme	k141_48701	k141_48701_4	3219	4889	+	CAZyme|GH25_e166
CGC2005	CAZyme	k141_48773	k141_48773_1	536	1663	+	CAZyme|CBM50_e328
CGC2005	TC	k141_48773	k141_48773_2	1750	2565	-	TC|2.A.1.17.3
CGC2006	CAZyme	k141_4884	k141_4884_3	1236	3317	+	CAZyme|CBM48_e46|GH13_14
CGC2006	null	k141_4884	k141_4884_4	3321	3875	+	null
CGC2006	TC	k141_4884	k141_4884_5	3884	7312	+	TC|3.A.11.1.5
CGC2007	TC	k141_48855	k141_48855_23	26798	29509	-	TC|8.A.229.1.2+CAZyme|GT51_e21
CGC2007	null	k141_48855	k141_48855_24	29629	30177	+	null
CGC2007	null	k141_48855	k141_48855_25	30229	30762	+	null
CGC2007	TC	k141_48855	k141_48855_26	30793	31299	-	TC|9.B.124.1.7
CGC2008	TC	k141_49833	k141_49833_2	1406	2680	+	TC|3.A.1.1.28
CGC2008	TC	k141_49833	k141_49833_3	2695	3570	+	TC|3.A.1.1.53
CGC2008	TC	k141_49833	k141_49833_4	3570	4412	+	TC|3.A.1.1.53
CGC2008	CAZyme	k141_49833	k141_49833_5	4440	6623	+	CAZyme|GH36_e0
CGC2009	CAZyme	k141_50026	k141_50026_9	9355	10875	-	CAZyme|GH32_e119
CGC2009	null	k141_50026	k141_50026_10	10875	11879	-	null
CGC2009	TC	k141_50026	k141_50026_11	11946	13373	+	TC|2.A.103.1.3
CGC2010	TC	k141_50410	k141_50410_2	166	831	+	TC|2.A.38.4.6
CGC2010	null	k141_50410	k141_50410_3	954	1712	+	null
CGC2010	CAZyme	k141_50410	k141_50410_4	1860	3419	+	CAZyme|GH31_15
CGC2011	CAZyme	k141_50596	k141_50596_2	814	1971	-	CAZyme|GT4_e1790
CGC2011	null	k141_50596	k141_50596_3	1986	3257	-	null
CGC2011	null	k141_50596	k141_50596_4	3276	4268	-	null
CGC2011	CAZyme	k141_50596	k141_50596_5	4293	5492	-	CAZyme|GT4_e45
CGC2011	TC	k141_50596	k141_50596_6	5538	6668	-	TC|2.A.38.4.5+CAZyme|GT4_e224
CGC2012	CAZyme	k141_50681	k141_50681_15	19628	20347	+	CAZyme|GT51_e159
CGC2012	null	k141_50681	k141_50681_16	20984	21445	+	null
CGC2012	TC	k141_50681	k141_50681_17	21691	22371	-	TC|2.A.115.2.12
CGC2013	TC	k141_51297	k141_51297_1	1	354	+	TC|3.A.1.1.27
CGC2013	CAZyme	k141_51297	k141_51297_2	388	1422	+	CAZyme|GH53_e1
CGC2014	TC	k141_51629	k141_51629_1	1	336	+	TC|3.A.1.1.36
CGC2014	TC	k141_51629	k141_51629_2	340	1461	+	TC|3.A.1.1.62
CGC2014	CAZyme	k141_51629	k141_51629_3	1461	1925	+	CAZyme|GH32_e45
CGC2015	CAZyme	k141_5195	k141_5195_2	308	1342	+	CAZyme|GT2
CGC2015	null	k141_5195	k141_5195_3	1348	2562	+	null
CGC2015	TC	k141_5195	k141_5195_4	2574	3161	+	TC|9.B.18.1.3
CGC2015	TC	k141_5195	k141_5195_5	3191	4249	+	TC|9.B.18.2.2
CGC2016	TC	k141_52030	k141_52030_2	360	1232	+	TC|3.A.1.103.5
CGC2016	TC	k141_52030	k141_52030_3	1245	2528	+	TC|3.A.1.103.5
CGC2016	CAZyme	k141_52030	k141_52030_4	2535	3515	+	CAZyme|GT100_e4
CGC2017	TC	k141_52155	k141_52155_14	13400	14620	-	TC|2.A.23.2.7
CGC2017	STP	k141_52155	k141_52155_15	14830	15717	+	STP|LysR_substrate+TF|HTH_1
CGC2017	TC	k141_52155	k141_52155_16	15833	17188	-	TC|2.A.8.1.8
CGC2017	null	k141_52155	k141_52155_17	17380	19167	-	null
CGC2017	TF	k141_52155	k141_52155_18	19471	20181	-	TF|GntR
CGC2017	CAZyme	k141_52155	k141_52155_19	20480	22798	+	CAZyme|GH28_e105
CGC2018	CAZyme	k141_52397	k141_52397_5	4782	5813	+	CAZyme|GT113_e14
CGC2018	null	k141_52397	k141_52397_6	5815	6609	+	null
CGC2018	TC	k141_52397	k141_52397_7	6621	7637	+	TC|4.D.1.1.2+CAZyme|GT2
CGC2018	TC	k141_52397	k141_52397_8	7645	8421	+	TC|4.D.1.1.2+CAZyme|GT2
CGC2018	TC	k141_52397	k141_52397_9	8441	9481	+	TC|4.D.1.1.15+CAZyme|GT2
CGC2018	null	k141_52397	k141_52397_10	9450	10661	+	null
CGC2018	TC	k141_52397	k141_52397_11	10700	12589	+	TC|2.A.127.1.3
CGC2019	CAZyme	k141_52414	k141_52414_22	12672	13319	+	CAZyme|GH23_e361
CGC2019	null	k141_52414	k141_52414_23	13297	13593	+	null
CGC2019	TC	k141_52414	k141_52414_24	13612	16365	+	TC|3.A.7.3.1
CGC2020	CAZyme	k141_52473	k141_52473_2	274	1431	+	CAZyme|GT4_e925
CGC2020	TC	k141_52473	k141_52473_3	1433	2872	+	TC|2.A.66.2.16
CGC2020	TC	k141_52473	k141_52473_4	3084	3476	+	TC|2.A.129.1.1
CGC2020	null	k141_52473	k141_52473_5	3507	3977	+	null
CGC2020	null	k141_52473	k141_52473_6	3989	5374	+	null
CGC2020	CAZyme	k141_52473	k141_52473_7	5390	6334	+	CAZyme|GT2+TC|4.D.1.1.14
CGC2020	null	k141_52473	k141_52473_8	6415	7962	+	null
CGC2020	TC	k141_52473	k141_52473_9	8040	9035	+	TC|4.D.1.1.3+CAZyme|GT2
CGC2020	CAZyme	k141_52473	k141_52473_10	9004	9933	+	CAZyme|GT2
CGC2020	CAZyme	k141_52473	k141_52473_11	9963	11300	+	CAZyme|GT126
CGC2020	TC	k141_52473	k141_52473_12	11602	12270	+	TC|9.B.18.1.4
CGC2020	CAZyme	k141_52473	k141_52473_13	12298	13158	+	CAZyme|GT2
CGC2021	TC	k141_52476	k141_52476_7	5783	7663	-	TC|4.D.1.3.4+CAZyme|GT2|GT2
CGC2021	TC	k141_52476	k141_52476_8	7665	7925	-	TC|3.A.1.103.11
CGC2022	CAZyme	k141_52715	k141_52715_3	1368	2135	+	CAZyme|GT111_e1
CGC2022	TC	k141_52715	k141_52715_4	2139	3320	+	TC|9.B.183.1.9
CGC2022	TC	k141_52715	k141_52715_5	3345	3974	+	TC|9.B.18.1.4
CGC2023	TC	k141_52840	k141_52840_18	18336	19586	+	TC|2.A.66.2.3
CGC2023	CAZyme	k141_52840	k141_52840_19	19583	20662	+	CAZyme|GT56_e0
CGC2023	CAZyme	k141_52840	k141_52840_20	20659	22011	+	CAZyme|GT120+TC|9.B.128.1.1
CGC2023	CAZyme	k141_52840	k141_52840_21	22014	22754	+	CAZyme|GT26_e141
CGC2023	TC	k141_52840	k141_52840_22	22945	24330	+	TC|2.A.3.1.15
CGC2024	CAZyme	k141_53292	k141_53292_1	3	1016	-	CAZyme|GH23_e335
CGC2024	TC	k141_53292	k141_53292_2	1140	2291	-	TC|3.A.7.14.1
CGC2025	CAZyme	k141_53484	k141_53484_1	221	1093	+	CAZyme|CE1_e22
CGC2025	null	k141_53484	k141_53484_2	1111	1791	+	null
CGC2025	TC	k141_53484	k141_53484_3	1830	3458	+	TC|4.A.1.1.18
CGC2025	TC	k141_53484	k141_53484_4	3509	5869	-	TC|2.A.6.3.15
CGC2026	CAZyme	k141_53502	k141_53502_2	289	2625	+	CAZyme|GH2_e64
CGC2026	TC	k141_53502	k141_53502_3	2632	3066	+	TC|2.A.2.1.1
CGC2026	TC	k141_53502	k141_53502_4	3127	4023	+	TC|2.A.2.2.1
CGC2027	TC	k141_53857	k141_53857_15	10219	11376	-	TC|9.B.97.7.1
CGC2027	CAZyme	k141_53857	k141_53857_16	11803	13305	+	CAZyme|GH186
CGC2027	CAZyme	k141_53857	k141_53857_17	13328	15841	+	CAZyme|GT2+TC|4.D.3.1.1
CGC2027	null	k141_53857	k141_53857_18	16014	16241	+	null
CGC2027	null	k141_53857	k141_53857_19	16242	16616	-	null
CGC2027	TC	k141_53857	k141_53857_20	16699	17925	-	TC|2.A.1.2.20
CGC2028	TC	k141_54147	k141_54147_33	41752	42180	+	TC|2.A.128.2.3
CGC2028	null	k141_54147	k141_54147_34	42360	43556	-	null
CGC2028	CAZyme	k141_54147	k141_54147_35	43613	44452	-	CAZyme|CE4_e115
CGC2029	CAZyme	k141_5415	k141_5415_1	3	458	-	CAZyme|CE4_e26
CGC2029	TC	k141_5415	k141_5415_2	765	2054	+	TC|2.A.40.1.2
CGC2030	TC	k141_54269	k141_54269_8	7466	8452	-	TC|9.B.97.6.3
CGC2030	TC	k141_54269	k141_54269_9	8659	9426	-	TC|3.A.1.103.1
CGC2030	TC	k141_54269	k141_54269_10	9438	10283	-	TC|3.A.1.103.6
CGC2030	CAZyme	k141_54269	k141_54269_11	10444	11406	+	CAZyme|GT2
CGC2030	CAZyme	k141_54269	k141_54269_12	11413	12381	+	CAZyme|GT2+TC|4.D.1.1.14
CGC2031	TC	k141_5440	k141_5440_20	18264	19262	-	TC|4.D.1.1.15+CAZyme|GT2
CGC2031	null	k141_5440	k141_5440_21	19266	20387	-	null
CGC2031	null	k141_5440	k141_5440_22	20391	21722	-	null
CGC2031	CAZyme	k141_5440	k141_5440_23	21758	22975	-	CAZyme|GT4_e1427
CGC2031	CAZyme	k141_5440	k141_5440_24	22988	23731	-	CAZyme|GT26_e79
CGC2032	CAZyme	k141_5440	k141_5440_48	53972	54784	-	CAZyme|GT111_e25
CGC2032	TC	k141_5440	k141_5440_49	54806	56266	-	TC|9.B.18.1.6
CGC2032	null	k141_5440	k141_5440_50	56504	56962	-	null
CGC2032	TC	k141_5440	k141_5440_51	57064	58113	-	TC|4.D.1.1.2+CAZyme|GT2
CGC2032	CAZyme	k141_5440	k141_5440_52	58125	59186	-	CAZyme|GT2
CGC2032	TC	k141_5440	k141_5440_53	59190	60182	-	TC|4.D.1.1.3+CAZyme|GT2
CGC2033	TC	k141_54500	k141_54500_2	815	2218	+	TC|9.B.18.1.6
CGC2033	TC	k141_54500	k141_54500_3	2218	3306	+	TC|2.A.38.4.5+CAZyme|GT4_e3261
CGC2033	CAZyme	k141_54500	k141_54500_4	3303	4415	+	CAZyme|GT2
CGC2033	CAZyme	k141_54500	k141_54500_5	4412	5479	+	CAZyme|GT2
CGC2033	null	k141_54500	k141_54500_6	5472	6680	+	null
CGC2033	TC	k141_54500	k141_54500_7	6667	8217	+	TC|2.A.66.1.40
CGC2033	CAZyme	k141_54500	k141_54500_8	8220	9257	+	CAZyme|GH105_e51
CGC2033	CAZyme	k141_54500	k141_54500_9	9350	10300	+	CAZyme|GT11_e40
CGC2034	TC	k141_54504	k141_54504_4	4475	4948	+	TC|4.A.6.1.18
CGC2034	TC	k141_54504	k141_54504_5	4958	5743	+	TC|4.A.6.1.13
CGC2034	TC	k141_54504	k141_54504_6	5746	6579	+	TC|4.A.6.1.13
CGC2034	null	k141_54504	k141_54504_7	6606	7004	+	null
CGC2034	CAZyme	k141_54504	k141_54504_8	7017	8141	+	CAZyme|GH172_e0
CGC2035	CAZyme	k141_54557	k141_54557_6	1142	3067	-	CAZyme|GH13_46+TC|8.A.9.1.3
CGC2035	CAZyme	k141_54557	k141_54557_7	3122	5056	-	CAZyme|GH13_14
CGC2036	TC	k141_54748	k141_54748_39	38014	39072	-	TC|9.B.301.1.3
CGC2036	null	k141_54748	k141_54748_40	39438	40559	+	null
CGC2036	STP	k141_54748	k141_54748_41	41048	42415	+	STP|TrkA_C
CGC2036	TC	k141_54748	k141_54748_42	42420	43907	+	TC|2.A.38.1.1
CGC2036	CAZyme	k141_54748	k141_54748_43	43986	44816	+	CAZyme|CE4_e79
CGC2036	null	k141_54748	k141_54748_44	44951	45493	+	null
CGC2036	TC	k141_54748	k141_54748_45	45703	47022	+	TC|8.A.9.1.2+CAZyme|GH13_20
CGC2037	TC	k141_54974	k141_54974_1	3	170	-	TC|3.A.1.1.34
CGC2037	CAZyme	k141_54974	k141_54974_2	183	1367	-	CAZyme|GH127_e0
CGC2038	CAZyme	k141_55013	k141_55013_4	10000	10944	+	CAZyme|CBM50_e27+TC|1.A.34.1.3
CGC2038	TC	k141_55013	k141_55013_5	11062	11601	+	TC|2.A.51.1.5
CGC2039	TC	k141_55074	k141_55074_3	2995	4416	-	TC|2.A.66.2.16
CGC2039	TC	k141_55074	k141_55074_4	4559	5659	-	TC|4.D.1.1.15+CAZyme|GT2
CGC2039	null	k141_55074	k141_55074_5	5659	6759	-	null
CGC2039	CAZyme	k141_55074	k141_55074_6	6761	7471	-	CAZyme|GT32_e28
CGC2039	CAZyme	k141_55074	k141_55074_7	7539	8657	-	CAZyme|GT2+TC|4.D.1.3.3
CGC2040	CAZyme	k141_5514	k141_5514_2	334	1821	-	CAZyme|GH77_e1
CGC2040	TF	k141_5514	k141_5514_3	1872	2876	-	TF|LacI+TC|3.A.1.2.1+STP|Peripla_BP_3
CGC2040	TC	k141_5514	k141_5514_4	2910	3758	-	TC|3.A.1.1.45
CGC2040	TC	k141_5514	k141_5514_5	3758	4561	-	TC|3.A.1.1.45
CGC2041	CAZyme	k141_55213	k141_55213_9	8061	9476	-	CAZyme|GH109_e7
CGC2041	TC	k141_55213	k141_55213_10	9473	10174	-	TC|3.E.1.5.3+STP|Response_reg+STP|Trans_reg_C+TF|Trans_reg_C
CGC2041	STP	k141_55213	k141_55213_11	10164	12122	-	STP|HATPase_c
CGC2041	TC	k141_55213	k141_55213_12	12283	12939	-	TC|2.A.38.4.4
CGC2041	TC	k141_55213	k141_55213_13	12951	14291	-	TC|2.A.38.4.3
CGC2041	null	k141_55213	k141_55213_14	14429	15793	-	null
CGC2041	TC	k141_55213	k141_55213_15	15989	19342	-	TC|3.A.1.122.2
CGC2042	TC	k141_55368	k141_55368_3	1522	2862	+	TC|2.A.8.1.8
CGC2042	TC	k141_55368	k141_55368_4	2919	3512	-	TC|2.A.95.1.5
CGC2042	null	k141_55368	k141_55368_5	3705	4808	+	null
CGC2042	CAZyme	k141_55368	k141_55368_6	5081	7267	+	CAZyme|CBM48_e2|GH13_9
CGC2042	CAZyme	k141_55368	k141_55368_7	7264	9237	+	CAZyme|CBM48_e3|GH13_11
CGC2042	null	k141_55368	k141_55368_8	9255	10550	+	null
CGC2042	CAZyme	k141_55368	k141_55368_9	10550	11983	+	CAZyme|GT5_e31
CGC2042	CAZyme	k141_55368	k141_55368_10	12002	14449	+	CAZyme|GT35_e0
CGC2043	TC	k141_55525	k141_55525_23	22266	22877	-	TC|9.B.265.1.7
CGC2043	TC	k141_55525	k141_55525_24	22879	24888	-	TC|5.A.1.5.1
CGC2043	null	k141_55525	k141_55525_25	24938	25297	-	null
CGC2043	CAZyme	k141_55525	k141_55525_26	25422	26855	-	CAZyme|GH1_e0+TC|8.A.49.1.2
CGC2043	STP	k141_55525	k141_55525_27	26974	27702	-	STP|SIS+TF|HTH_6
CGC2043	null	k141_55525	k141_55525_28	27752	28063	+	null
CGC2043	TC	k141_55525	k141_55525_29	28227	28886	+	TC|1.C.113.1.10
CGC2044	TC	k141_55525	k141_55525_38	36117	37634	+	TC|9.B.111.1.5
CGC2044	STP	k141_55525	k141_55525_39	37869	38423	-	STP|NUDIX
CGC2044	CAZyme	k141_55525	k141_55525_40	38740	39453	+	CAZyme|CBM50_e486+TC|1.A.34.1.2
CGC2045	CAZyme	k141_55609	k141_55609_1	1	1416	-	CAZyme|GT4_e192
CGC2045	null	k141_55609	k141_55609_2	1445	2464	-	null
CGC2045	TC	k141_55609	k141_55609_3	2511	3104	-	TC|4.F.1.1.7
CGC2046	TC	k141_55698	k141_55698_3	1414	2319	-	TC|2.A.7.3.52
CGC2046	CAZyme	k141_55698	k141_55698_4	2342	4654	-	CAZyme|GH65_e4
CGC2046	CAZyme	k141_55698	k141_55698_5	4676	7669	-	CAZyme|GH2_e61
CGC2046	TC	k141_55698	k141_55698_6	7756	8511	-	TC|3.A.1.1.57
CGC2047	CAZyme	k141_55763	k141_55763_1	2	1282	-	CAZyme|GH13_29+TC|8.A.9.1.2
CGC2047	TC	k141_55763	k141_55763_2	1354	2763	-	TC|4.A.1.2.13
CGC2048	CAZyme	k141_55827	k141_55827_1	48	1718	+	CAZyme|GH2_e95
CGC2048	STP	k141_55827	k141_55827_2	1852	2937	-	STP|HTH_18
CGC2048	null	k141_55827	k141_55827_3	3109	3204	+	null
CGC2048	TC	k141_55827	k141_55827_4	3222	4709	+	TC|2.A.2.3.3
